X,Y,OBJECTID,ID,STATUS,REASON,ROAD,DESCRIPTION,SUBURB,UPDATETIME,TMR,LOCATION,SOURCE,GlobalID
152.949646733641032,-27.277602743951221,226,LPR_018,Open,Flooded,Youngs Crossing Road,at One Mile Creek,JOYNER,2020-02-26T05:00:00.000Z,no,Youngs Crossing Road,DWCP,c2396556-ef57-4908-9c87-6afec4c7eb27
152.99407819721273,-27.055464638048655,227,CAB_018,Open,Flooded,Old Toorbul Point Road,near Leahy Road,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Old Toorbul Point Road,DWCP,0cde9363-6eee-4bc3-a3ea-84e7fc2a7257
152.969012287549418,-27.383661474448505,228,BCC_007,Open,Flooded,John Street,at Cabbage Tree Creek,EVERTON HILLS,2020-02-26T05:00:00.000Z,no,John Street,DWCP,c3871532-2177-4f80-8245-b0c3637e203a
152.911099854119641,-27.127144891799514,229,CAB_014,Open,Flooded,Mcloughlin Road, ,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Mcloughlin Road,DWCP,6ad4a940-b054-48c3-906e-bf3cf2846537
152.948673240147514,-27.051401334049832,230,CAB_003,Open,Flooded,Dances Road,at King Johns Creek,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Dances Road,DWCP,66ab531a-8ae9-4c8d-a9db-39d61de84b88
152.932859709314215,-27.254668788991694,231,LPR_022,Open,Flooded,Whiteside Road,at Patman Road,WHITESIDE,2020-02-26T05:00:00.000Z,no,"Whiteside Road at Patman Road, WHITESIDE",DWCP,e53bcd35-d5e0-488d-bd58-8e1b4fe06134
152.979917319465613,-27.163242720964455,232,BUR_037,Open,Flooded,Eastern Service Road,at Brewers Street,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,Eastern Service Road,DWCP,678a4119-2d92-4c28-a0e8-515f26e0fa00
152.789519042856938,-26.991455748185977,233,STA_003,Open,Flooded,Buckingham Road,at Monkeybong Creek,D'AGUILAR,2020-02-26T05:00:00.000Z,no,"Buckingham Road at Monkeybong Creek, D'AGUILAR",DWCP,e65f0739-b04b-4906-814f-bf903eea5a43
152.98964085478076,-27.162743686641882,234,BUR_048,Open,Flooded,Twists Road,,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,Twists Road,DWCP,5b76290d-3e6f-4d4c-bf79-b4268f06e513
152.757949088889575,-26.969536979453085,235,STA_022,Open,Flooded,Walker Lane,near Kropp Road,WOODFORD,2020-02-26T05:00:00.000Z,no,Walker Lane,DWCP,b4a5d885-ad07-45ba-8f0b-557a5370f133
153.094785808432619,-27.243362058610188,236,RED_005,Open,Flooded,Duffield Road,,MARGATE,2020-02-26T05:00:00.000Z,no,"Duffield, MARGATE",DWCP,6252ae23-17dd-4bd6-baf4-7801eaac1880
153.00857807579203,-27.172153499089795,237,BUR_009,Open,Flooded,Old Bay Road,near Palmridge Court,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,"Old Bay Road near Palmridge Court, DECEPTION BAY",DWCP,765b38ed-76f0-43c9-bf93-fde2e8c61a21
152.953238119095261,-27.086019385866575,238,CAB_004,Open,Flooded,Esme Avenue, ,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Esme Avenue,DWCP,421712e4-67b4-4fa1-aa15-4f0736e83e69
152.978543484579063,-27.276950585854085,239,LPR_077,Open,Flooded,Leis Parade,from Norfolk Avenue to Park entrance,LAWNTON,2020-02-26T05:00:00.000Z,no,"Leis Parade from Norfolk Avenue to park entrance, LAWNTON",DWCP,210de52d-3c5f-45b9-91fb-48d13e31fcd9
152.79992195515689,-27.0025735087975,240,STA_013,Open,Flooded,Keliher Road, ,DELANEYS CREEK,2020-02-26T05:00:00.000Z,no,"Keliher Road, DELANEYS CREEK",DWCP,63891e26-871f-4c61-ba26-ff4e7a2a93e4
152.918578323469944,-27.350602157123564,241,LPR_028,Open,Flooded,Bunya Road,at South Pine River ,DRAPER,2020-02-26T05:00:00.000Z,no,Bunya Road,DWCP,b17c0e00-5e56-4aa6-aba5-031d92faff16
153.163906219828391,-27.074288487585932,242,BRI_010,Open,Flooded,Goodwin Drive,at Kangaroo Avenue,BONGAREE,2020-02-26T05:00:00.000Z,no,"Goodwin Drive at Kangaroo Avenue, BONGAREE",DWCP,06e8e4bc-8aba-4422-86b1-d78b652464e5
153.014217318259909,-27.178430543144049,243,BUR_017,Open,Flooded,Old Bay Road,at Claverton Drive,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,Old Bay Road,DWCP,184da774-c3b3-4342-b48c-83a79dfa2fe2
152.883557594645168,-27.022939604547432,244,CAB_031,Open,Flooded,Ziviani Road, ,WAMURAN,2020-02-26T05:00:00.000Z,no,"Ziviani Road, WAMURAN",DWCP,cb4850c8-b0e7-4c3a-994b-87a4cfe7ce85
152.952434601226372,-27.270941679051109,245,LPR_055,Open,Flooded,Youngs Crossing Road,near Protheroe Road,JOYNER,2020-02-26T05:00:00.000Z,no,Youngs Crossing Road,DWCP,db5e62cb-0158-481d-b1df-276b29d00bb2
152.969728662547396,-27.298160085483037,246,LPR_076,Open,Flooded,Samsonvale Road,at John Davidson Park,STRATHPINE,2020-02-26T05:00:00.000Z,no,Samsonvale Road,DWCP,40286cb6-301b-4293-8af0-cd7f6b8d7b20
152.847018404867924,-27.115599047973877,247,CAB_043,Open,Flooded,Caboolture River Road,at Five Pound Crossing,ROCKSBERG,2020-03-09T11:30:00.000Z,no,Caboolture River Road,DWCP,ce9be9c2-0fac-4a63-bb69-f669d38b70ad
152.997715141624866,-27.141640708489227,248,BUR_035,Open,Flooded,Bassett Road,near Uhlmann Road,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,"Bassett Road near Uhlmann Road, BURPENGARY EAST",DWCP,6ff87ba5-424d-47a1-bec9-b854ed165f3d
152.731050757980483,-27.221779030685049,249,UPR_052,Open,Flooded,Dahls Crossing,,LACEYS CREEK,2020-02-26T05:00:00.000Z,no,"Dahls Crossing near Macadamia Drive, LACEYS CREEK",DWCP,1129395d-b2e0-4ce9-b6d4-c31c53a6e4e3
152.874294241097147,-27.0095323695584,250,CAB_017,Open,Flooded,Newlands Road,near Wiersma Road,WAMURAN,2020-02-26T05:00:00.000Z,no,"Newlands Road near Wiersma Road, WAMURAN",DWCP,7d1744bc-2b7a-46e9-a04c-62f6b4532d56
152.977343468310124,-27.197211789459015,251,HAY_028,Open,Flooded,Mackie Road,at Ryder Court intersection,NARANGBA,2020-02-26T05:00:00.000Z,no,Mackie Road,DWCP,1000e16c-365d-4e7d-a4a9-ff01f0afeb68
152.714989388248569,-27.006235914337484,252,NEU_001,Open,Flooded,Dewhurts Road,,MOUNT DELANEY,2020-02-26T05:00:00.000Z,no,Dewhurts Road,DWCP,8f2c229c-9d86-4322-96d2-58f97a0fe695
153.002209836996172,-27.145852437840272,253,BUR_046,Open,Flooded,Bassett Road,near number 84,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,Bassett Road,DWCP,bde7392f-151a-4db0-b88b-8660a2bb3668
153.032057715173863,-27.27751721802645,254,LPR_065,Open,Flooded,Dohles Rocks Road,Esplanade,GRIFFIN,2020-02-26T05:00:00.000Z,no,"Dohles Rocks Rd Esplanade, GRIFFIN",DWCP,a69b8920-b7d1-4758-909a-8f6e68b5e0a1
152.792343189803262,-27.195617237914,255,UPR_015,Open,Flooded,Strain Road, ,LACEYS CREEK,2020-02-26T05:00:00.000Z,no,Strain Road,DWCP,9d78a546-fec6-4659-bb26-2cb306f9c36c
152.835732416304268,-27.016355006681444,256,CAB_062,Open,Flooded,J Lindsay Road,near Masters Road,BRACALBA,2020-02-26T05:00:00.000Z,no,"J Lindsay Road near Masters Road, BRACALBA",DWCP,1969a1ba-7387-4327-85ad-ae2e0f8fde60
152.977940298205084,-27.33394628137961,257,LPR_061,Open,Flooded,Cribb Road,at Leitchs Road,BRENDALE,2020-02-26T05:00:00.000Z,no,"Cribb Rd at Leitchs Rd, BRENDALE",DWCP,84920da8-23dc-4482-88a7-ee9a7df1cbd2
152.885951280585402,-27.1097901516261,258,CAB_010,Open,Flooded,Litherland Road, ,UPPER CABOOLTURE,2020-02-26T05:00:00.000Z,no,Litherland Road,DWCP,e1432bfd-d4a9-4f8a-a538-e3cb091bb80c
152.864085508628904,-27.326189648811908,259,LPR_030,Open,Flooded,Old Mount Samson Road,at Mount Samson Road,CLOSEBURN,2020-02-26T05:00:00.000Z,no,Old Mount Samson Road,DWCP,b0a8e772-d056-4335-8d14-59b5ffb0ca83
152.743893176588443,-27.127255168075955,260,UPR_028,Open,Flooded,Mount Brisbane Road,at North Pine River,MOUNT PLEASANT,2020-02-26T05:00:00.000Z,no,Mount Brisbane Road,DWCP,96294963-67ca-4b52-8e99-a0861dbb0544
152.824003587051692,-27.103347509857951,261,CAB_024,Open,Flooded,W James Road,at Upper Crossing,ROCKSBERG,2020-03-09T21:45:00.000Z,no,"W James Road at Upper Crossing, ROCKSBERG",DWCP,3013ca70-a2f2-4463-8966-2656ff99f38e
152.826878544507167,-27.046936703501132,262,CAB_056,Open,Flooded,Basin Road,at R Sampson Road,WAMURAN BASIN,2020-02-26T05:00:00.000Z,no,Basin Road,DWCP,0bd7da77-5fd5-4841-9d56-1c4b104e6946
152.908557789850562,-27.069925858663996,263,CAB_053,Open,Flooded,Richards Court, ,BELLMERE,2020-02-26T05:00:00.000Z,no,Richards Court,DWCP,49416b2a-df2c-4023-9acd-95ea126a2007
152.949623633463517,-27.089157784122012,264,CAB_049,Open,Flooded,Centenary Lakes Road,Morayfield Entrance to Rugby League Entrance,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Centenary Lakes Road,DWCP,dc7b4ce9-0b80-48f5-929f-e7732270f3d4
152.881529911995898,-27.344610929523075,265,LPR_082,Open,Flooded,Hansen Road,past Jennifer Close,YUGAR,2020-02-26T05:00:00.000Z,no,Hansen Road,DWCP,85a0efe8-3bbf-46e5-ab02-77708fce5858
152.809799124843494,-27.262558597352694,266,UPR_051,Open,Flooded,Pringles Road,near Farrow Road,KOBBLE CREEK,2020-02-26T05:00:00.000Z,no,Pringles Road,DWCP,5bdefffe-d9ac-40ce-a60b-075b5cf79a2d
152.816364931916439,-27.383456334687558,267,LPR_014,Open,Flooded,Ryder Road,at Blue Gum Court,HIGHVALE,2020-02-26T05:00:00.000Z,no,Ryder Road,DWCP,3b8b9f34-9c2a-4ee4-9799-9e00192f4ef1
152.826790101774151,-27.046292335336787,268,CAB_073,Open,Flooded,R Sampson Road,at Basin Road,WAMURAN BASIN,2020-02-26T05:00:00.000Z,no,R Sampson Road,DWCP,1e16f5b1-ad21-47d7-9384-e1d171d40e90
152.742402755649408,-27.124452950302857,269,UPR_029,Open,Flooded,Mount Brisbane Road,at Chambers Road,MOUNT PLEASANT,2020-02-26T05:00:00.000Z,no,"Mount Brisbane Road at Chambers Road, MOUNT PLEASANT",DWCP,8a144a0e-bbe7-43c1-92a5-1d303a907226
152.784235749735387,-27.179301908819706,270,UPR_002,Open,Flooded,Baker Road,at Laceys Creek,LACEYS CREEK,2020-02-26T05:00:00.000Z,no,Baker Road,DWCP,52b8fdcd-9d0a-4bef-8ee1-51d616e387ad
152.825408944719783,-27.105386339656771,271,CAB_100,Open,Flooded,W James Road,at Lower Crossing,ROCKSBERG,2020-03-09T21:45:00.000Z,no,"W James Road at Lower Crossing, ROCKSBERG",DWCP,e663b8c7-86dc-40c1-8bd2-052f033510d7
152.755814632485766,-26.858189617008318,272,STA_027,Open,Flooded,Bellthorpe Range Road,east of Campbell Road,BELLTHORPE,2020-02-26T05:00:00.000Z,no,"Bellthorpe Range Road east of Campbell Road, BELLTHORPE",DWCP,bca504cc-7999-49db-ad65-cf51808c3e1e
152.976582739893246,-27.400005403918303,273,BCC_002,Open,Flooded,Camelia Avenue,at Galeola Street,EVERTON HILLS,2020-02-26T05:00:00.000Z,no,"Camelia Avenue at Galeola Street, EVERTON HILLS",DWCP,eb280554-2e5d-4b14-a0f8-984982b36a33
152.765354480291762,-26.997814459069158,274,STA_018,Open,Flooded,Newman Lane,near Banyak Suka Drive,DELANEYS CREEK,2020-02-26T05:00:00.000Z,no,"Newman Lane near Banyak Suka Drive, DELANEYS CREEK",DWCP,b10c0290-3359-4dec-8fae-88e2ed76a216
152.824595123174674,-27.103982014917605,275,CAB_078,Open,Flooded,W James Road,at Middle Crossing,ROCKSBERG,2020-02-26T05:00:00.000Z,no,"W James Road at Middle Crossing, ROCKSBERG",DWCP,4d9d3bce-a115-4ad3-a9a2-1d1428a9fab7
152.908750425478416,-26.989323274842157,276,PUM_009,Open,Flooded,Twin View Road,at Six Mile Creek,ELIMBAH,2020-02-26T05:00:00.000Z,no,Twin View Road,DWCP,cdbef703-2412-4c6f-aebc-ae03c79c4b14
152.954985310881824,-27.170498558383393,277,BUR_038,Open,Flooded,Burpengary Road,near Council depot,BURPENGARY,2020-02-26T05:00:00.000Z,no,"Burpengary Road near Council Depot, BURPENGARY",DWCP,5b4b34fa-ab23-4f74-b7e2-c128909d5518
152.811839230294822,-27.219479404945332,278,UPR_035,Open,Flooded,Armstrong Creek Road,at Creek Lane,ARMSTRONG CREEK,2020-02-26T05:00:00.000Z,no,"Armstrong Creek Road at Creek Lane, ARMSTRONG CREEK",DWCP,ce2b0765-b9ae-408b-bfe5-4655fe3af13c
152.833066318948994,-27.337815751951307,279,LPR_032,Open,Flooded,Cedar Creek Road,at Halls Road,CEDAR CREEK,2020-02-26T05:00:00.000Z,no,"Cedar Creek Road at Halls Road, CEDAR CREEK",DWCP,d7ac3f93-b033-4189-b7cd-cc8eec8e8868
153.145466508279497,-27.045796549358293,280,BRI_009,Open,Flooded,Sunderland Drive,west of Avon,BANKSIA BEACH,2020-02-26T05:00:00.000Z,no,"Sunderland Drive west of Avon, BANKSIA BEACH",DWCP,ffcf5645-734b-44da-b8c4-d39ae3baacce
152.961233032597505,-27.165492956538642,281,BUR_023,Open,Flooded,Crendon Street, ,BURPENGARY,2020-02-26T05:00:00.000Z,no,Crendon Street,DWCP,befcd6da-29ae-4636-b72b-798f1d4f8071
153.044215472906671,-27.214886135177334,282,HAY_014,Open,Flooded,McGahey Street,at Hubner Drive,ROTHWELL,2020-02-26T05:00:00.000Z,no,McGahey Street,DWCP,0ac7ec55-85dd-406c-9454-9c6397e32619
152.988026716064269,-27.282910372275339,283,LPR_068,Open,Flooded,Paisley Drive,at Lawnton Pocket Road,LAWNTON,2020-02-26T05:00:00.000Z,no,Paisley Drive,DWCP,9be56e54-1b24-42ed-9fdf-96fe32efcd30
152.981837501623062,-27.125256619551251,284,CAB_086,Open,Flooded,Lund Road,at Coach Road East,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,Lund Road,DWCP,23ebb202-9b8f-4588-9e6f-5a2f12195604
152.969798113098648,-27.283114376073804,285,LPR_015,Open,Flooded,Todds Road,at Todds Gully,LAWNTON,2020-02-26T05:00:00.000Z,no,Todds Road,DWCP,e21313cc-e0c3-4b1f-873d-d45933eb4310
152.83815316848407,-27.055733279354421,286,CAB_001,Open,Flooded,Campbells Pocket Road,at Basin Road,WAMURAN,2020-02-26T05:00:00.000Z,no,"Campbells Pocket Road at Basin Road, WAMURAN",DWCP,9d5e7b0a-3dcc-4f38-b6f4-eda93058cb49
153.163350293821537,-27.089252165644421,287,BRI_008,Open,Flooded,Toorbul Street,outside RSL,BONGAREE,2020-02-26T05:00:00.000Z,no,"Toorbul Street outside RSL, BONGAREE",DWCP,694a3c92-42ac-465c-b570-c557d556dabd
152.937462683118241,-27.110834586403072,288,CAB_025,Open,Flooded,Walkers Road,near Springwater Cr,MORAYFIELD,2020-02-26T05:00:00.000Z,no,"Walkers Road near Springwater Cr, MORAYFIELD",DWCP,b900d978-b071-466a-9869-01f9e61d6e1e
153.066104195920389,-27.108055644884342,289,CAB_034,Open,Flooded,Campbell Parade,near Bishop Road,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Campbell Parade near Bishop Road, BEACHMERE",DWCP,98de70e7-6605-4f36-9bf4-7823467cec64
153.023968225241958,-27.035312780985034,290,PUM_001,Open,Flooded,Hume Road, ,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Hume Road,DWCP,b9e1464a-62c9-4807-ae0d-930b7b311630
152.992702035689632,-27.24244554643294,291,HAY_023,Open,Flooded,Brickworks Road,at intersection with Old Gympie Road,KALLANGUR,2020-02-26T05:00:00.000Z,no,Brickworks Road,DWCP,c9bfdb72-a2c2-463b-9df3-2819e47fcf47
152.942963747627658,-27.152059994496895,292,BUR_027,Open,Flooded,Hauton Road,near Rivergum Drive,MORAYFIELD,2020-02-26T05:00:00.000Z,no,"Hauton Road near Rivergum Drive, MORAYFIELD",DWCP,4e8def4d-0abe-4d1d-a0a7-da0951698892
153.012597415054216,-27.274781272680691,293,LPR_074,Open,Flooded,Pine River Drive,at intersection with Castle Hill Drive,MURRUMBA DOWNS,2020-02-26T05:00:00.000Z,no,Pine River Drive,DWCP,1d64744a-07e5-4dbe-b292-85c8c13b6f7b
152.99165723752202,-27.282265097878955,294,LPR_056,Open,Flooded,Lawnton Pocket Road,at Walker Road,LAWNTON,2020-02-26T05:00:00.000Z,no,Lawnton Pocket Road,DWCP,88a778bb-62a5-465f-9ebf-21a3e82d8348
152.964460493462042,-27.387240364144915,295,BCC_004,Open,Flooded,Bunya Road,near Lemm Street,EVERTON HILLS,2020-02-26T05:00:00.000Z,no,"Bunya Road near Lemm Street, EVERTON HILLS",DWCP,2a3efd24-e482-44b7-90dc-9f4f19e960ca
152.984475291267131,-27.171577404539804,296,BUR_003,Open,Flooded,Creek Road,near Eastern Service Rd,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,"Creek Road near Eastern Service Rd, BURPENGARY EAST",DWCP,b5ff72d9-f513-47f2-8eee-94343779b001
153.12655576960293,-27.034353996432067,297,BRI_003,Open,Flooded,White Patch Esplanade, ,WHITE PATCH,2020-02-26T05:00:00.000Z,no,"White Patch Esplanade, WHITE PATCH",DWCP,4bf9ad85-bd6e-46ce-b9b0-c25c68886595
152.92704165898553,-27.152263932716291,298,BUR_015,Open,Flooded,Oakey Flat Road,near Williamson Road,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Oakey Flat Road,DWCP,8da78718-ad58-4dad-a41b-a6009d49ce08
152.961790463282455,-27.150168566874679,299,BUR_004,Open,Flooded,Dale Street,at Susan Court,BURPENGARY,2020-02-26T05:00:00.000Z,no,"Dale Street at Susan Court, BURPENGARY",DWCP,acda066f-7162-4938-9f2b-1ca3d81c1616
152.993875773541646,-27.257607742736017,300,HAY_017,Open,Flooded,Dohles Rocks Road,at Clyde Street,KALLANGUR,2020-02-26T05:00:00.000Z,no,"Dohles Rocks Road at Clyde Street, KALLANGUR",DWCP,5f8fe205-d435-4b8c-b21e-3885b7b6462a
152.829127445379868,-27.20918909535505,301,UPR_010,Open,Flooded,Juffs Road,near Banmore Court,DAYBORO,2020-02-26T05:00:00.000Z,no,"Juffs Road near Banmore Court, DAYBORO",DWCP,8b614a4f-bde4-46d7-9b45-ec735b9c59fc
152.957837256194722,-27.28174607634946,302,LPR_071,Open,Flooded,Todds Road,outside number 205,LAWNTON,2020-02-26T05:00:00.000Z,no,Todds Road,DWCP,822f53aa-e4e1-4407-9cc1-372fea3b5d81
152.752254398809043,-27.014822604133442,303,NEU_004,Open,Flooded,Delaneys Creek Road,at Delaneys Creek,DELANEYS CREEK,2020-02-26T05:00:00.000Z,no,Delaneys Creek Road,DWCP,96537399-d8d3-4788-a024-663105dd1528
152.996522525677335,-27.286299486705555,304,LPR_023,Open,Flooded,Bells Pocket Road, ,LAWNTON,2020-02-26T05:00:00.000Z,no,Bells Pocket Road,DWCP,02adc875-a01d-4e29-8b34-901f2d75fe21
152.744679047053495,-27.206490855269728,305,UPR_041,Open,Flooded,Wirth Road,at Laceys Creek Road,LACEYS CREEK,2020-02-26T05:00:00.000Z,no,Wirth Road,DWCP,26892e61-5587-4e33-95d9-e0f0923969e3
152.999080629365778,-27.254373023369237,306,HAY_005,Open,Flooded,Goodfellows Road,near number 97,KALLANGUR,2020-02-26T05:00:00.000Z,no,Goodfellows Road,DWCP,13f79103-f4f6-4902-a3e8-97a3e39d4b76
152.949015802799664,-27.217798214116804,307,SID_003,Open,Flooded,Moore Road, ,KURWONGBAH,2020-03-09T22:00:00.000Z,no,Moore Road,DWCP,b2eefac9-3b7d-4f88-88c4-4ffa8cb80a64
152.955560532700986,-27.161110059246738,308,BUR_025,Open,Flooded,Rowley Road,at Mahers Bridge,BURPENGARY,2020-02-26T05:00:00.000Z,no,"Rowley Road at Mahers Bridge, BURPENGARY",DWCP,ec78bd78-67fc-4bb2-a243-45657903da58
152.839362383501481,-27.106577537647954,309,CAB_039,Open,Flooded,Best Road,at Keillors Crossing,ROCKSBERG,2020-03-13T03:25:00.000Z,no,Best Road,DWCP,c59cdfb9-53c3-4649-a330-d2e0a8ac2da7
152.968601854482614,-27.397683737381552,310,BCC_001,Open,Flooded,Maba Court, ,EVERTON HILLS,2020-02-26T05:00:00.000Z,no,"Maba Court, EVERTON HILLS",DWCP,d3965fa9-ffcc-4604-bd96-032f8492d13c
152.82832981506948,-26.8801155572657,311,STA_025,Open,Flooded,Cove Road,,STANMORE,2020-02-26T05:00:00.000Z,no,Cove Road,DWCP,bd16c7d2-f96e-462b-8179-c514f4dfa861
152.916230369862433,-27.043989288581823,312,CAB_030,Open,Flooded,Williams Road,at Markwell Road,MOODLU,2020-02-26T05:00:00.000Z,no,Williams Road,DWCP,bd4dd0b0-53ff-4bf5-a47f-a4a37401e4b6
152.981851656377046,-27.239791234107422,313,HAY_024,Open,Flooded,Marsden Road,near 193,KALLANGUR,2020-02-26T05:00:00.000Z,no,"Marsden Road near 193, KALLANGUR",DWCP,4b8e517a-259a-450c-91fa-322b0c91e119
152.834112495132217,-27.358394785285554,314,LPR_052,Open,Flooded,Mayfield Road, ,SAMFORD VALLEY,2020-02-26T05:00:00.000Z,no,Mayfield Road,DWCP,9b50e4c2-9c85-4e0f-b2f5-ba524b3f8f69
152.82266773383364,-27.197089390349124,315,UPR_021,Open,Flooded,McKenzie Street, ,DAYBORO,2020-02-26T05:00:00.000Z,no,"McKenzie Street, DAYBORO",DWCP,896a1058-e9dd-4fb5-91cd-859940165c41
152.694360326943752,-26.908036181206175,316,STA_024,Open,Flooded,Eaton Lane, ,STONY CREEK,2020-02-26T05:00:00.000Z,no,"Eaton Lane, STONY CREEK",DWCP,44d4524e-5b35-4b0b-9294-8638d0bd801c
152.857093910891166,-27.045997303287663,317,CAB_055,Open,Flooded,Waterside Drive,at Campbells Pocket Road,WAMURAN,2020-02-26T05:00:00.000Z,no,"Waterside Drive at Campbells Pocket Road, WAMURAN",DWCP,1bc939bb-0f67-4762-b95f-0af140d216a9
152.988430344392782,-27.248175215764448,318,HAY_021,Open,Flooded,Sylvester Drive,near Claragh Court,KALLANGUR,2020-02-26T05:00:00.000Z,no,"Sylvester Drive near Claragh Court, KALLANGUR",DWCP,8697fbc0-0495-4a29-807b-3752a142ccb3
152.77127535987259,-26.933014316981701,319,STA_019,Open,Flooded,Old Cove Road,at Blackrock Creek,WOODFORD,2020-02-26T05:00:00.000Z,no,Old Cove Road,DWCP,38c836c4-18b6-4ab8-9431-e2e8c2756915
152.857675267305382,-27.044709069327432,320,CAB_046,Open,Flooded,Campbells Pocket Road,at Waterside Drive,WAMURAN,2020-02-26T05:00:00.000Z,no,"Campbells Pocket Road at Waterside Drive, WAMURAN",DWCP,a67f16e5-3981-487b-ac5f-217a9c0ee4e1
152.801080657007532,-26.898700638708846,321,STA_006,Open,Flooded,Cove Road,between Dunning Lane and Millwood Road,STANMORE,2020-02-26T05:00:00.000Z,no,Cove Road,DWCP,397450d5-d727-4d8a-a35b-ee69bb4d1ea4
152.848228284193056,-27.209980822969754,322,UPR_017,Open,Flooded,Strong Road, ,DAYBORO,2020-02-26T05:00:00.000Z,no,Strong Road,DWCP,d08287d1-da2b-4b20-b92c-ab74ad98a025
152.934182673504523,-27.186082857598649,323,BUR_013,Open,Flooded,Oakey Flat Road,at Rifle Range Road,NARANGBA,2020-02-26T05:00:00.000Z,no,Oakey Flat Road,DWCP,938729ff-cf3b-4f9d-97a0-55f0c6bfa3a3
152.98273199457563,-27.17367800281561,324,BUR_019,Open,Flooded,Eastern Service Road, ,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,Eastern Service Road,DWCP,71201939-600c-4b0d-ba82-9070217f1679
152.95273114857639,-27.105294057229614,325,CAB_036,Open,Flooded,Visentin Road,near Underpass Road,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Visentin Road,DWCP,3ebb0df0-19ea-459c-8e4d-54dc54c97a22
152.979422341455887,-27.106813994759886,326,CAB_023,Open,Flooded,Trafalgar Drive,at Buchanan Road,MORAYFIELD,2020-02-26T05:00:00.000Z,no,"Trafalgar Drive at Buchanan Road, MORAYFIELD",DWCP,8d0846c8-63c3-49b2-b310-6919f15d9814
152.82141190793115,-26.861025394473575,327,STA_005,Open,Flooded,Commissioners Flat Road,at Stanley River,COMMISSIONERS FLAT,2020-02-26T05:00:00.000Z,no,"Commissioners Flat Road at Stanley River, COMMISSIONERS FLAT",DWCP,0d169da8-014a-4fa1-9900-76e4e2f97f99
152.941471266851607,-27.30751809724438,328,LPR_048,Open,Flooded,Kremzow Road,at Jacksonia Drive,WARNER,2020-02-26T05:00:00.000Z,no,Kremzow Road,DWCP,4b7019c2-fce9-41e1-b296-b86875e8b26d
153.030246029739743,-27.218371990532695,329,HAY_003,Open,Flooded,Chermside Road,between John Street and Kinsellas Road West,MANGO HILL,2020-03-15T23:00:00.000Z,no,Chermside Road,DWCP,52015077-bbf4-4f20-8f66-3e984aec1b71
152.831276679968482,-27.185408003880582,330,UPR_007,Open,Flooded,Fingerboard Road,near Lyndhurst Road,DAYBORO,2020-02-26T05:00:00.000Z,no,"Fingerboard Road near Lyndhurst Road, DAYBORO",DWCP,f9326b2b-e863-41da-9458-ccce76b03d57
152.919876685499588,-26.99876526155882,331,PUM_006,Open,Flooded,Old Gympie Road,at Six Mile Creek,ELIMBAH,2020-03-11T19:10:00.000Z,no,Old Gympie Road,DWCP,e411d632-e891-4d20-95a5-ba6e151acea4
153.041196983533382,-27.277358876845458,332,LPR_073,Open,Flooded,Dohles Rocks Road,Foreshore,GRIFFIN,2020-02-26T05:00:00.000Z,no,"Dohles Rocks Road Foreshore, GRIFFIN",DWCP,3bc452ec-5eec-4cc8-82e0-faa033cda36f
152.917700056786373,-27.192755845858407,333,SID_009,Open,Flooded,Browns Creek Road, ,NARANGBA,2020-02-26T05:00:00.000Z,no,Browns Creek Road,DWCP,7f09a73b-4adf-443a-93f7-022d38696ff0
152.903836088410259,-27.045825428989833,334,CAB_027,Open,Flooded,Whittington Road, ,MOODLU,2020-02-26T05:00:00.000Z,no,Whittington Road,DWCP,462edad0-ed86-4528-bc86-43d1839686f2
152.719443595651626,-27.232162486834511,335,UPR_034,Open,Flooded,Laceys Creek Road,near Raynbird Creek Road,LACEYS CREEK,2020-02-26T05:00:00.000Z,no,Laceys Creek Road,DWCP,d121f922-1246-4abb-9e0b-de04d1f8d40b
152.814554267866811,-27.166499964786365,336,UPR_046,Open,Flooded,Bond Road,at the creek,KING SCRUB,2020-02-26T05:00:00.000Z,no,Bond Road,DWCP,fa48e40b-22bc-4011-a164-071585f3cc0a
152.808051450661679,-27.333006494382779,337,LPR_033,Open,Flooded,Cedar Creek Road,at Kirk Road,CEDAR CREEK,2020-02-26T05:00:00.000Z,no,Cedar Creek Road,DWCP,44bc9057-0579-4d26-bf78-c702fcea914f
